tag,JD,launch_date,launch_year,type,variant,mission,agency,state_code,category,agency_type
1970-001,2440595.89,1/9/70,1970,Voskhod 11A57,,Zenit-2M,,SU,O,state
1970-101,2440918.16,11/27/70,1970,Molniya 8K78M,,Molniya-1 11F67 No. 23,,SU,O,state
1970-102,2440922.67,12/2/70,1970,Kosmos 11K65M,,Ionosfernaya Stantsiya N,,SU,O,state
1970-103,2440923.21,12/2/70,1970,Proton-K/D,,L-1e No. 2K,,SU,O,state
1970-004,2440602.07,1/15/70,1970,Kosmos 11K63,,DS-P1-Yu No. 25,,SU,O,state
1970-104,2440924.08,12/3/70,1970,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1970-005,2440602.96,1/16/70,1970,Kosmos 11K63,,DS-MO No. 3,,SU,O,state
1970-105,2440930.97,12/10/70,1970,Voskhod 11A57,,Zenit-2M,,SU,O,state
1970-006,2440607.35,1/20/70,1970,Kosmos 11K63,,DS-U2-MG No. 1,,SU,O,state
1970-007,2440608,1/21/70,1970,Voskhod 11A57,,Zenit-4 No. 70,,SU,O,state
1970-108,2440933.04,12/12/70,1970,Kosmos 11K65M,,Tsiklon,,SU,O,state
1970-010,2440628,2/10/70,1970,Voskhod 11A57,,Zenit-4 No. 71,,SU,O,state
1970-110,2440935.92,12/15/70,1970,Voskhod 11A57,,Zenit-4M,,SU,O,state
1970-111,2440936.69,12/16/70,1970,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1970-112,2440938.9,12/18/70,1970,Kosmos 11K63,,DS-P1-Yu No. 43,,SU,O,state
1970-013,2440637.29,2/19/70,1970,Molniya 8K78M,M1M,Molniya-1 11F67 No. 17,,SU,O,state
1970-113,2440939.18,12/18/70,1970,Vostok 8A92M,,Tselina-D No. Yu2250-01,,SU,O,state
1970-014,2440645.23,2/27/70,1970,Kosmos 11K63,,DS-P1-Yu No. 32,,SU,O,state
1970-114,2440945.66,12/25/70,1970,Molniya 8K78M,,Molniya-1 11F67 No. 22,,SU,O,state
1970-015,2440650.01,3/4/70,1970,Voskhod 11A57,,Zenit-2 No. 73,,SU,O,state
1970-018,2440658.83,3/13/70,1970,Voskhod 11A57,,Zenit-2 No. 74,,SU,O,state
1970-019,2440662.97,3/17/70,1970,Vostok 8A92M,,Meteor 11F614M No. 14,,SU,O,state
1970-020,2440664.11,3/18/70,1970,Kosmos 11K63,,DS-P1-I No. 8,,SU,O,state
1970-022,2440672.99,3/27/70,1970,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1970-023,2440679.85,4/3/70,1970,Voskhod 11A57,,Zenit-2M,,SU,O,state
1970-024,2440683.97,4/7/70,1970,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1970-026,2440684.93,4/8/70,1970,Voskhod 11A57,,Zenit-4 No. 66,,SU,O,state
1970-028,2440688.21,4/11/70,1970,Kosmos 11K65M,,Tsiklon,,SU,O,state
1970-030,2440691.88,4/15/70,1970,Voskhod 11A57,,Zenit-4M,,SU,O,state
1970-033,2440700.06,4/23/70,1970,Kosmos 11K63,,DS-P1-Yu No. 31,,SU,O,state
1970-035,2440701.43,4/24/70,1970,Kosmos 11K63,,DS-U1-R No. 1,,SU,O,state
1970-036,2440702.21,4/25/70,1970,Kosmos 11K65M,,Strela-1M,,SU,O,state
1970-037,2440704.95,4/28/70,1970,Vostok 8A92M,,Meteor 11F614M No. 13,,SU,O,state
1970-038,2440718.92,5/12/70,1970,Voskhod 11A57,,Zenit-2 No. 81,,SU,O,state
1970-039,2440726.89,5/20/70,1970,Voskhod 11A57,,Zenit-4 No. 77,,SU,O,state
1970-041,2440739.29,6/1/70,1970,Soyuz 11A511,,Soyuz No. 17,,SU,O,state
1970-042,2440747.9,6/10/70,1970,Voskhod 11A57,,Zenit-4 No. 72,,SU,O,state
1970-043,2440749.9,6/12/70,1970,Kosmos 11K63,,DS-P1-Yu No. 35,,SU,O,state
1970-044,2440750.71,6/13/70,1970,Kosmos 11K63,,DS-U2-GK No. 2,,SU,O,state
1970-045,2440755.04,6/17/70,1970,Voskhod 11A57,,Zenit-4 No. 73,,SU,O,state
1970-047,2440761.09,6/23/70,1970,Vostok 8A92M,,Meteor-M No. 17,,SU,O,state
1970-049,2440763.64,6/26/70,1970,Molniya 8K78M,M1M,Molniya-1 11F67 No. 21,,SU,O,state
1970-050,2440764,6/26/70,1970,Voskhod 11A57,,Zenit-2M,,SU,O,state
1970-051,2440764.82,6/27/70,1970,Kosmos 11K63,,DS-P1-Yu No. 38,,SU,O,state
1970-052,2440774.94,7/7/70,1970,Voskhod 11A57,,Zenit-4 No. 74,,SU,O,state
1970-053,2440777.07,7/9/70,1970,Voskhod 11A57,,Zenit-2M,,SU,O,state
1970-056,2440796.42,7/28/70,1970,R-36O 8K69,,OGCh No. Yu22500-11 (22),,SU,O,state
1970-057,2440805.62,8/7/70,1970,Kosmos 11K63,,DS-U2-IK No. 1,,SU,O,state
1970-058,2440805.9,8/7/70,1970,Voskhod 11A57,,Zenit-4 No. 76,,SU,O,state
1970-059,2440809.33,8/10/70,1970,Kosmos 11K63,,DS-U2-MG No. 2,,SU,O,state
1970-060,2440815.73,8/17/70,1970,Molniya 8K78M,NVL,4V-1 No. 630,,SU,O,state
1970-063,2440818.12,8/19/70,1970,Kosmos 11K63,,DS-P1-Yu No. 40,,SU,O,state
1970-064,2440819.1,8/20/70,1970,Kosmos 11K65M,,Lira,,SU,O,state
1970-065,2440820.71,8/22/70,1970,Molniya 8K78M,NVL,4V-1 No. 631,,SU,O,state
1970-068,2440827.85,8/29/70,1970,Voskhod 11A57,,Zenit-4M,,SU,O,state
1970-071,2440837.94,9/8/70,1970,Voskhod 11A57,,Zenit-4M,,SU,O,state
1970-072,2440842.06,9/12/70,1970,Proton-K/D,,E-8-5 No. 406,,SU,O,state
1970-073,2440846,9/16/70,1970,Kosmos 11K63,,DS-P1-I No. 9,,SU,O,state
1970-074,2440846.84,9/17/70,1970,Voskhod 11A57,,Zenit-2M,,SU,O,state
1970-075,2440852.04,9/22/70,1970,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1970-076,2440855.09,9/25/70,1970,R-36O 8K69M,,OGCh-K No. Xh22511-65,,SU,O,state
1970-077,2440858.84,9/29/70,1970,Molniya 8K78M,M1M,Molniya-1 11F67 No. 19,,SU,O,state
1970-078,2440860.85,10/1/70,1970,Voskhod 11A57,,Zenit-2M,,SU,O,state
1970-079,2440862.94,10/3/70,1970,Tsiklon-2,,US-A reactor,,SU,O,state
1970-080,2440868.03,10/8/70,1970,Voskhod 11A57,,Zenit-2M (Bion),,SU,O,state
1970-081,2440868.13,10/8/70,1970,Kosmos 11K63,,DS-P1-Yu No. 42,,SU,O,state
1970-082,2440868.96,10/9/70,1970,Voskhod 11A57,,Zenit-4M,,SU,O,state
1970-083,2440872.08,10/12/70,1970,Kosmos 11K65M,,Tsiklon,,SU,O,state
1970-084,2440873.98,10/14/70,1970,Kosmos 11K63,,DS-U3-IK No. 2,,SU,O,state
1970-085,2440874.97,10/15/70,1970,Vostok 8A92M,,Meteor-M No. 16,,SU,O,state
1970-086,2440876.12,10/16/70,1970,Kosmos 11K65M,,Strela-2M,,SU,O,state
1970-087,2440879.73,10/20/70,1970,Tsiklon-2,,IS-M,,SU,O,state
1970-088,2440880.33,10/20/70,1970,Proton-K/D,,L-1 No. 14,,SU,O,state
1970-089,2440882.7,10/23/70,1970,Tsiklon-2,,I2P,,SU,O,state
1970-091,2440889.61,10/30/70,1970,Tsiklon-2,,I2P,,SU,O,state
1970-092,2440890.06,10/30/70,1970,Voskhod 11A57,,Zenit-4M,,SU,O,state
1970-095,2440901.11,11/10/70,1970,Proton-K/D,,E-8 No. 203,,SU,O,state
1970-096,2440901.89,11/11/70,1970,Voskhod 11A57,,Zenit-2M,,SU,O,state
1970-097,2440908.26,11/17/70,1970,Kosmos 11K65M,,DS-U2-IP No. 1,,SU,O,state
1970-099,2440914.72,11/24/70,1970,Soyuz 11A511L,,T2K No. 1,,SU,O,state
1971-100,2441279.9,11/24/71,1971,Molniya 8K78M,,Molniya-2,,SU,O,state
1971-001,2440963.9,1/12/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-101,2441284.92,11/29/71,1971,Kosmos 11K63,,DS-P1-Yu No. 53,,SU,O,state
1971-002,2440966,1/14/71,1971,Kosmos 11K63,,DS-P1-I No. 11,,SU,O,state
1971-102,2441285.23,11/29/71,1971,Kosmos 11K65M,,DS-P1-M No. 5,,SU,O,state
1971-003,2440971.98,1/20/71,1971,Vostok 8A92M,,Meteor-M No. 19,,SU,O,state
1971-103,2441286.19,11/30/71,1971,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1971-004,2440972.86,1/21/71,1971,Voskhod 11A57,,Zenit-2M,,SU,O,state
1971-104,2441287.85,12/2/71,1971,Kosmos 11K63,,DS-U2-IK No. 2,,SU,O,state
1971-105,2441288.23,12/2/71,1971,Kosmos 11K65M,,DS-U2-MT No. 1,,SU,O,state
1971-106,2441289.06,12/3/71,1971,Tsiklon-2,,I2P,,SU,O,state
1971-007,2440978.03,1/26/71,1971,Kosmos 11K63,,DS-P1-Yu No. 34,,SU,O,state
1971-107,2441291.91,12/6/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-108,2441295.96,12/10/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-010,2440992.28,2/9/71,1971,Kosmos 11K65M,,DS-P1-M No. 2,,SU,O,state
1971-111,2441300.69,12/15/71,1971,Kosmos 11K65M,,Tsiklon,,SU,O,state
1971-112,2441301.9,12/16/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-013,2441000.38,2/17/71,1971,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1971-113,2441302.94,12/17/71,1971,Kosmos 11K63,,DS-P1-Yu No. 45,,SU,O,state
1971-014,2441001.08,2/18/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-114,2441303.04,12/17/71,1971,Kosmos 11K65M,,Strela-2M,,SU,O,state
1971-015,2441007.97,2/25/71,1971,Tsiklon-2,,I2P,,SU,O,state
1971-115,2441305.45,12/19/71,1971,Molniya 8K78M,,Molniya-1 11F67 No. 25,,SU,O,state
1971-016,2441008.71,2/26/71,1971,Soyuz 11A511L,,T2K No. 2,,SU,O,state
1971-017,2441013.9,3/3/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-117,2441310.98,12/25/71,1971,Tsiklon-2,,US-A reactor,,SU,O,state
1971-118,2441313.09,12/27/71,1971,Soyuz 11A511M,,Zenit-4MT,,SU,O,state
1971-119,2441313.29,12/27/71,1971,Kosmos 11K65M,,DS-U2-GKA No. 1,,SU,O,state
1971-020,2441029.41,3/18/71,1971,Kosmos 11K65M,,DS-P1-M No. 3,,SU,O,state
1971-120,2441314.95,12/29/71,1971,Vostok 8A92M,,Meteor-MV No. 18,,SU,O,state
1971-023,2441037.96,3/27/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-025,2441042.98,4/1/71,1971,Tsiklon-2,,US-A reactor,,SU,O,state
1971-026,2441043.85,4/2/71,1971,Voskhod 11A57,,Zenit-2M,,SU,O,state
1971-027,2441046.1,4/4/71,1971,Tsiklon-2,,I2P,,SU,O,state
1971-028,2441048.8,4/7/71,1971,Vostok 8A92M,,Tselina-D,,SU,O,state
1971-029,2441055.83,4/14/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-031,2441058.99,4/17/71,1971,Vostok 8A92M,,Meteor-M No. 21 (71),,SU,O,state
1971-032,2441060.57,4/19/71,1971,Proton-K,,DOS-1 17K No. 121,,SU,O,state
1971-034,2441064.5,4/22/71,1971,Soyuz 11A511,,Soyuz 7K-T No. 31,,SU,O,state
1971-035,2441064.98,4/23/71,1971,Kosmos 11K65M,,Strela-2M,,SU,O,state
1971-037,2441065.97,4/24/71,1971,Kosmos 11K63,,DS-P1-Yu No. 37,,SU,O,state
1971-038,2441070.11,4/28/71,1971,Kosmos 11K65M,,Sfera,,SU,O,state
1971-040,2441077.76,5/6/71,1971,Voskhod 11A57,,Zenit-2M,,SU,O,state
1971-041,2441079.1,5/7/71,1971,Kosmos 11K65M,,Strela-1M,,SU,O,state
1971-042,2441082.21,5/10/71,1971,Proton-K/D,,3MS No. 170,,SU,O,state
1971-043,2441089.83,5/18/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-044,2441090.93,5/19/71,1971,Kosmos 11K63,,DS-P1-Yu No. 48,,SU,O,state
1971-045,2441091.18,5/19/71,1971,Proton-K/D,,4M No. 171,,SU,O,state
1971-046,2441093.54,5/22/71,1971,Kosmos 11K65M,,Tsiklon,,SU,O,state
1971-047,2441099,5/27/71,1971,Kosmos 11K63,,DS-P1-Yu No. 47,,SU,O,state
1971-048,2441099.94,5/28/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-049,2441100.14,5/28/71,1971,Proton-K/D,,4M No. 172,,SU,O,state
1971-050,2441100.66,5/29/71,1971,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1971-052,2441107.26,6/4/71,1971,Kosmos 11K65M,,DS-U2-K No. 1,,SU,O,state
1971-053,2441108.7,6/6/71,1971,Soyuz 11A511,,Soyuz 7K-T No. 32,,SU,O,state
1971-055,2441113.92,6/11/71,1971,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1971-057,2441126.83,6/24/71,1971,Voskhod 11A57,,Zenit-2M,,SU,O,state
1971-059,2441148.57,7/16/71,1971,Vostok 8A92M,,Meteor-M No. 20,,SU,O,state
1971-061,2441152.92,7/20/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-062,2441155.96,7/23/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-064,2441160.65,7/28/71,1971,Molniya 8K78M,,Molniya-1 11F67 No. 20,,SU,O,state
1971-065,2441162.85,7/30/71,1971,Voskhod 11A57,,Zenit-2M,,SU,O,state
1971-066,2441168.92,8/5/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-068,2441172.49,8/8/71,1971,R-36O 8K69M,,OGCh-K No. 5102740-251,,SU,O,state
1971-069,2441175.73,8/12/71,1971,Soyuz 11A511L,,T2K No. 3,,SU,O,state
1971-072,2441190.95,8/27/71,1971,Kosmos 11K63,,DS-P1-Yu No. 41,,SU,O,state
1971-073,2441197.07,9/2/71,1971,Proton-K/D,,E-8-5 No. 407,,SU,O,state
1971-074,2441201.55,9/7/71,1971,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1971-075,2441204.65,9/10/71,1971,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1971-077,2441209.04,9/14/71,1971,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1971-078,2441216,9/21/71,1971,Voskhod 11A57,,Zenit-2M,,SU,O,state
1971-079,2441218.94,9/24/71,1971,Kosmos 11K63,,DS-P1-I No. 10,,SU,O,state
1971-081,2441222.82,9/28/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-082,2441222.92,9/28/71,1971,Proton-K/D,,E-8LS No. 202,,SU,O,state
1971-084,2441223.98,9/29/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-085,2441232.02,10/7/71,1971,Voskhod 11A57,,Zenit-2M,,SU,O,state
1971-086,2441238.07,10/13/71,1971,Kosmos 11K65M,,Strela-1M,,SU,O,state
1971-088,2441238.88,10/14/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-090,2441244.03,10/19/71,1971,Kosmos 11K63,,DS-P1-Yu No. 44,,SU,O,state
1971-094,2441258.1,11/2/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-097,2441272.97,11/17/71,1971,Kosmos 11K63,,DS-P1-Yu No. 54,,SU,O,state
1971-098,2441275,11/19/71,1971,Voskhod 11A57,,Zenit-4M,,SU,O,state
1971-099,2441276.25,11/20/71,1971,Kosmos 11K65M,,Sfera,,SU,O,state
1972-001,2441328.92,1/12/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-102,2441672.59,12/21/72,1972,Kosmos 11K65M,,Sfera,,SU,O,state
1972-004,2441341.97,1/25/72,1972,Kosmos 11K63,,DS-P1-Yu No. 52,,SU,O,state
1972-104,2441677.46,12/25/72,1972,Kosmos 11K65M,,Strela-2M,,SU,O,state
1972-105,2441678.94,12/27/72,1972,Soyuz 11A511M,,Zenit-4MT,,SU,O,state
1972-006,2441350.86,2/3/72,1972,Voskhod 11A57,,Zenit-2M,,SU,O,state
1972-106,2441679.96,12/28/72,1972,Vostok 8A92M,,Tselina-D,,SU,O,state
1972-007,2441361.64,2/14/72,1972,Proton-K/D,,VA,,SU,O,state
1972-008,2441363.9,2/16/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-009,2441372.83,2/25/72,1972,Kosmos 11K65M,,Tsiklon,,SU,O,state
1972-011,2441377.97,3/1/72,1972,Vostok 8A92M,,Tselina-D,,SU,O,state
1972-013,2441380.92,3/4/72,1972,Voskhod 11A57,,Zenit-2M,,SU,O,state
1972-015,2441392.04,3/15/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-017,2441399.35,3/22/72,1972,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1972-019,2441401.6,3/25/72,1972,Kosmos 11K65M,,Sfera,,SU,O,state
1972-020,2441401.94,3/25/72,1972,Kosmos 11K63,,DS-P1-Yu No. 46,,SU,O,state
1972-021,2441403.68,3/27/72,1972,Molniya 8K78M,NVL,4V-1 No. 670,,SU,O,state
1972-022,2441407.09,3/30/72,1972,Vostok 8A92M,,Meteor-MV No. 23,,SU,O,state
1972-023,2441407.67,3/31/72,1972,Molniya 8K78M,NVL,4V-1 No. 671,,SU,O,state
1972-024,2441410.93,4/3/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-025,2441412.36,4/4/72,1972,Molniya 8K78M,,Molniya-1 11F67 No. 27,,SU,O,state
1972-026,2441413.83,4/6/72,1972,Voskhod 11A57,,Zenit-2M,,SU,O,state
1972-027,2441414.92,4/7/72,1972,Voskhod 11A57,,Energiya No. 1,,SU,O,state
1972-028,2441418.96,4/11/72,1972,Kosmos 11K63,,DS-P1-Yu No. 58,,SU,O,state
1972-029,2441421.54,4/14/72,1972,Molniya 8K78M,SOL,SO No. 501,,SU,O,state
1972-030,2441421.83,4/14/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-033,2441429,4/21/72,1972,Kosmos 11K63,,DS-P1-Yu No. 57,,SU,O,state
1972-034,2441442.97,5/5/72,1972,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1972-035,2441443.98,5/6/72,1972,Kosmos 11K65M,,Tsiklon,,SU,O,state
1972-036,2441454.93,5/17/72,1972,Voskhod 11A57,,Zenit-2M,,SU,O,state
1972-037,2441457.1,5/19/72,1972,Molniya 8K78M,,Molniya-2,,SU,O,state
1972-038,2441462.77,5/25/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-040,2441477.79,6/9/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-042,2441489.77,6/21/72,1972,Voskhod 11A57,,Zenit-2M,,SU,O,state
1972-043,2441491.89,6/23/72,1972,Kosmos 11K65M,,Strela-2M,,SU,O,state
1972-044,2441491.97,6/23/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-045,2441495.12,6/26/72,1972,Soyuz 11A511,,Soyuz 7K-T No. 33A,,SU,O,state
1972-046,2441497.66,6/29/72,1972,Molniya 8K78M,SOL,SO-M No. 503,,SU,O,state
1972-047,2441498.75,6/30/72,1972,Kosmos 11K63,,DS-U3-IK No. 3,,SU,O,state
1972-048,2441498.89,6/30/72,1972,Kosmos 11K63,,DS-P1-I No. 12,,SU,O,state
1972-049,2441499.29,6/30/72,1972,Vostok 8A92M,,Meteor-MV No. 26,,SU,O,state
1972-050,2441503.9,7/5/72,1972,Kosmos 11K63,,DS-P1-Yu No. 56,,SU,O,state
1972-051,2441504.94,7/6/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-053,2441509.18,7/10/72,1972,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1972-054,2441510.75,7/12/72,1972,Kosmos 11K63,,DS-P1-Yu No. 50,,SU,O,state
1972-055,2441512.1,7/13/72,1972,Soyuz 11A511M,,Zenit-4MT,,SU,O,state
1972-056,2441518.07,7/19/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-057,2441519.26,7/20/72,1972,Kosmos 11K65M,,Strela-1M,,SU,O,state
1972-059,2441526.93,7/28/72,1972,Voskhod 11A57,,Zenit-2M,,SU,O,state
1972-060,2441531.84,8/2/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-062,2441546.07,8/16/72,1972,Kosmos 11K65M,,Tsiklon GVM,,SU,O,state
1972-063,2441547.92,8/18/72,1972,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1972-066,2441550.94,8/21/72,1972,Tsiklon-2,,US-A reactor,,SU,O,state
1972-067,2441559.85,8/30/72,1972,Voskhod 11A57,,Zenit-2M,,SU,O,state
1972-070,2441575.9,9/15/72,1972,Voskhod 11A57,,Zenit-2M,,SU,O,state
1972-071,2441576.85,9/16/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-072,2441580.3,9/19/72,1972,Molniya 8K78M,,Oko,,SU,O,state
1972-074,2441590.35,9/29/72,1972,Kosmos 11K65M,,DS-P1-M No. 4,,SU,O,state
1972-075,2441591.35,9/30/72,1972,Molniya 8K78M,,Molniya-2,,SU,O,state
1972-077,2441595,10/4/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1972-078,2441595.98,10/5/72,1972,Kosmos 11K63,,DS-P1-Yu No. 63,,SU,O,state
1972-080,2441602.06,10/11/72,1972,Kosmos 11K63,,DS-P1-Yu No. 49,,SU,O,state
1972-081,2441604.76,10/14/72,1972,Molniya 8K78M,,Molniya-1 11F67 No. 26,,SU,O,state
1972-083,2441609,10/18/72,1972,Voskhod 11A57,,Zenit-2M,,SU,O,state
1972-084,2441615.94,10/25/72,1972,Kosmos 11K63,,DS-P1-Yu No. 61,,SU,O,state
1972-085,2441617.42,10/26/72,1972,Vostok 8A92M,,Meteor-M  No. 25,,SU,O,state
1972-086,2441622.06,10/31/72,1972,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1972-087,2441622.59,11/1/72,1972,Kosmos 11K65M,,Strela-1M,,SU,O,state
1972-088,2441624.57,11/3/72,1972,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1972-093,2441646.88,11/25/72,1972,Voskhod 11A57,,Zenit-2M,,SU,O,state
1972-094,2441652.41,11/30/72,1972,Kosmos 11K63,,DS-U1-IK No. 2,,SU,O,state
1972-095,2441653.69,12/2/72,1972,Molniya 8K78M,,Molniya-1 11F67 No. 28,,SU,O,state
1972-098,2441663.79,12/12/72,1972,Molniya 8K78M,,Molniya-2,,SU,O,state
1972-099,2441666.07,12/14/72,1972,Voskhod 11A57,,Zenit-4M,,SU,O,state
1973-001,2441690.79,1/8/73,1973,Proton-K/D,,E-8 No. 204,,SU,O,state
1973-002,2441693.92,1/11/73,1973,Voskhod 11A57,,Zenit-4M,,SU,O,state
1973-102,2442034,12/17/73,1973,Soyuz 11A511M,,Zenit-4MT,,SU,O,state
1973-003,2441702.65,1/20/73,1973,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1973-103,2442035,12/18/73,1973,Soyuz 11A511,,Soyuz 7K-T No. 33,,SU,O,state
1973-004,2441706.99,1/24/73,1973,Kosmos 11K63,,DS-P1-Yu No. 62,,SU,O,state
1973-104,2442035.9,12/19/73,1973,Kosmos 11K65M,,Strela-1M,,SU,O,state
1973-005,2441708.99,1/26/73,1973,Kosmos 11K65M,,Tsiklon GVM,,SU,O,state
1973-105,2442038.02,12/21/73,1973,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1973-006,2441714.85,2/1/73,1973,Voskhod 11A57,,Zenit-2M,,SU,O,state
1973-106,2442041.97,12/25/73,1973,Molniya 8K78M,,Molniya-2,,SU,O,state
1973-007,2441716.74,2/3/73,1973,Molniya 8K78M,,Molniya-1 11F67 No. 31,,SU,O,state
1973-107,2442043.19,12/26/73,1973,Kosmos 11K65M,,DS-U2-GKA No. 2,,SU,O,state
1973-008,2441722.05,2/8/73,1973,Voskhod 11A57,,Zenit-4M,,SU,O,state
1973-108,2442044.35,12/27/73,1973,Tsiklon-2,,US-A reactor,,SU,O,state
1973-009,2441728.55,2/15/73,1973,Molniya 8K78M,SOL,SO-M No. 502,,SU,O,state
1973-109,2442045.67,12/29/73,1973,Kosmos 11K65M,,Zaliv,,SU,O,state
1973-010,2441741.69,2/28/73,1973,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1973-011,2441743.03,3/1/73,1973,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1973-012,2441747.89,3/6/73,1973,Voskhod 11A57,,Zenit-4M,,SU,O,state
1973-015,2441761.97,3/20/73,1973,Vostok 8A92M,,Meteor-M  No. 29,,SU,O,state
1973-016,2441763.92,3/22/73,1973,Voskhod 11A57,,Zenit-2M,,SU,O,state
1973-017,2441775.88,4/3/73,1973,Proton-K,,Almaz OPS 1,,SU,O,state
1973-018,2441777.97,4/5/73,1973,Molniya 8K78M,,Molniya-2,,SU,O,state
1973-020,2441784.99,4/12/73,1973,Kosmos 11K63,,DS-P1-Yu No. 55,,SU,O,state
1973-021,2441791.87,4/19/73,1973,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1973-022,2441791.93,4/19/73,1973,Kosmos 11K63,,DS-U2-IK Kopernik-500,,SU,O,state
1973-024,2441797.95,4/25/73,1973,Voskhod 11A57,,Zenit-2M,,SU,O,state
1973-025,2441807.79,5/5/73,1973,Voskhod 11A57,,Zenit-4MK,,SU,O,state
1973-026,2441813.51,5/11/73,1973,Proton-K,,DOS 3,,SU,O,state
1973-029,2441820.06,5/17/73,1973,Kosmos 11K63,,DS-P1-Yu No. 65,,SU,O,state
1973-030,2441820.96,5/18/73,1973,Soyuz-U,,Zenit-4MK,,SU,O,state
1973-031,2441825.94,5/23/73,1973,Voskhod 11A57,,Zenit-4M,,SU,O,state
1973-033,2441828.06,5/25/73,1973,Voskhod 11A57,,Zenit-2M,,SU,O,state
1973-034,2441831.93,5/29/73,1973,Vostok 8A92M,,Meteor-M  No. 27,,SU,O,state
1973-035,2441838.98,6/5/73,1973,Kosmos 11K63,,DS-P1-Yu No. 66,,SU,O,state
1973-036,2441839.98,6/6/73,1973,Voskhod 11A57,,Zenit-4M,,SU,O,state
1973-037,2441842.16,6/8/73,1973,Kosmos 11K65M,,Strela-1M,,SU,O,state
1973-038,2441843.92,6/10/73,1973,Voskhod 11A57,,Zenit-4M,,SU,O,state
1973-041,2441848.75,6/15/73,1973,Soyuz 11A511,,Soyuz 7K-T No. 36,,SU,O,state
1973-042,2441853.76,6/20/73,1973,Kosmos 11K65M,,Zaliv,,SU,O,state
1973-043,2441855.06,6/21/73,1973,Voskhod 11A57,,Zenit-2M,,SU,O,state
1973-044,2441860.99,6/27/73,1973,Soyuz 11A511M,,Zenit-4MT,,SU,O,state
1973-045,2441874.92,7/11/73,1973,Molniya 8K78M,,Molniya-2,,SU,O,state
1973-047,2441885.31,7/21/73,1973,Proton-K/D,,3MS No. 52S,,SU,O,state
1973-048,2441888.98,7/25/73,1973,Voskhod 11A57,,Zenit-4M,,SU,O,state
1973-049,2441889.29,7/25/73,1973,Proton-K/D,,3MS No. 53S,,SU,O,state
1973-051,2441896.08,8/1/73,1973,Voskhod 11A57,,Zenit-2M,,SU,O,state
